device,temperature,humidity,sub_district,district,province
AA180338,43.4397325611184,97.29545930317666,Bang Chak,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat
AA180338,43.4397325611184,97.29545930317666,Bang Kluea,Bang Pakong,Chachoengsao
AA180338,43.4397325611184,97.29545930317666,Bang Nang,Phan Thong,Chon Buri
AA180338,43.4397325611184,97.29545930317666,Bang Na,Maha Rat,Phra Nakhon Si Ayutthaya
AA180338,43.4397325611184,97.29545930317666,Ban Cha,Bang Rachan,Sing Buri
AA180338,43.4397325611184,97.29545930317666,Bang Krathuek,Sam Phran,Nakhon Pathom
AA180338,43.4397325611184,97.29545930317666,Bang Phai,Bang Khae,Bangkok
AA180338,43.4397325611184,97.29545930317666,A Song,Raman,Yala
AA180338,43.4397325611184,97.29545930317666,Bang Nam Phueng,Phra Pradaeng,Samut Prakarn
AA180338,43.4397325611184,97.29545930317666,Baloi,Yaring,Pattani
AA180338,43.4397325611184,97.29545930317666,Bang Khian,Chum Saeng,Nakhon Sawan
AA180338,43.4397325611184,97.29545930317666,Ban Duea,Mueang Nong Khai,Nong Khai
