timestamp,device,temperature,humidity
2022-12-02,AA183669,293.851333333333,322.51599689441
2022-12-02,AA183676,655.4,654.870155279503
2022-12-02,AA183682,117.300673913043,170.470898550725
2022-12-02,AA183777,499.332430555556,516.026200396825
2022-12-02,AA183778,655.4,654.846873706004
2022-12-02,AA183814,227.043167701863,275.733291925466
2022-12-02,AA183820,424.590773809524,444.682748015873
2022-12-02,AA183870,655.4,654.874679089027
2022-12-02,AA183875,288.674376811594,331.706565217391
2022-12-02,AA183879,536.024802371541,549.203169348767
2022-12-02,AA183986,413.615217391304,435.48182194617
2022-12-02,AA183987,141.614570926658,187.309292709706
2022-12-02,AA194157,655.4,654.873664596273
2022-12-02,AA194206,75.4261904761905,120.291718426501
2022-12-02,AA194296,646.890890269151,647.40917184265
2022-12-02,AA194299,646.890890269151,647.40917184265
2022-12-02,AA194302,462.936368686869,467.700320707071
2022-12-02,AA194363,42.866397515528,115.567619047619
2022-12-02,AA194366,415.608302277433,434.611759834369
2022-12-02,AA194367,42.3162422360248,102.640062111801
2022-12-02,AA194383,56.0453002070393,116.427784679089
2022-12-02,AA194389,42.3162422360248,102.640062111801
2022-12-02,AA194397,41.5725432900433,108.877521645022
2022-12-02,AA194424,44.0230434782609,100.536594202899
2022-12-02,AA194445,650.852898550725,650.807587991718
2022-12-02,AA194455,650.852898550725,650.807587991718
2022-12-02,AA194456,650.852898550725,650.807587991718
2022-12-02,AA194466,55.4193402973838,104.87057390677
2022-12-02,AA194468,551.631004140787,562.698747412008
2022-12-02,AA194470,655.4,654.893457556936
2022-12-02,AA194478,44.1206004140787,109.229192546584
2022-12-02,AA194483,44.1206004140787,109.229192546584
2022-12-02,AA194484,43.3034057971014,107.07884057971
2022-12-02,AA194492,386.805974025974,416.346255411255
2022-12-02,AA194529,377.401473193473,407.986968142968
2022-12-02,AA194671,294.923333333333,340.07
2022-12-02,AA194739,65.6192960662526,132.078768115942
2022-12-02,AA194755,655.4,654.826749482402
2022-12-02,AA194773,655.4,654.83317805383
2022-12-02,AA194897,583.74152173913,592.119513457557
2022-12-02,AA194915,579.162028985507,587.224637681159
2022-12-02,AA194945,655.4,654.830890269151
2022-12-02,AA194957,61.2106521739131,105.230869565217
2022-12-02,AA195030,655.4,654.840434782609
2022-12-02,AA195057,655.4,654.865755693582
2022-12-02,AA195060,95.5633126293996,156.647422360248
2022-12-02,AA195070,655.4,654.847960662526
2022-12-02,AA195105,579.008695652174,585.644699792961
2022-12-02,AA195269,420.448695652174,445.584244306418
2022-12-02,AA195362,655.4,654.835921325052
2022-12-02,AA195367,257.622826086957,304.025983436853
2022-12-02,AA195371,655.4,654.835921325052
2022-12-02,AA195379,72.2308281573499,130.430962732919
2022-12-02,AA195433,133.59649068323,190.117525879917
2022-12-02,AA195493,655.4,654.86200280112
2022-12-02,AA195542,628.002898550725,630.700703933747
2022-12-02,AA195647,282.905010351967,305.271935817805
2022-12-02,AA195753,655.4,654.818209109731
2022-12-02,AA195766,655.4,654.880776397516
2022-12-02,AA195834,655.4,654.880776397516
2022-12-02,AA195905,655.4,654.857246376812
2022-12-02,AA195938,655.4,654.866221532091
2022-12-02,AA196026,629.753913043478,629.254958592133
2022-12-02,AA196047,655.4,654.846376811594
2022-12-02,AA196084,276.780434782609,322.092939958592
2022-12-02,AA196209,655.4,654.868395445135
2022-12-02,AA196228,277.540351966874,319.35549689441
2022-12-02,AA196232,447.379548611111,458.555243055556
2022-12-02,AA196278,92.1421532091097,148.773385093168
2022-12-02,AA196291,655.4,654.874513457557
2022-12-02,AA196340,655.4,654.882339544513
2022-12-02,AA196387,655.4,654.856418219462
2022-12-02,AA196469,655.4,654.887619047619
2022-12-02,AA196555,655.4,654.85384057971
2022-12-02,AA196591,207.985931677019,242.266397515528
2022-12-02,AA196710,655.4,654.836149068323
2022-12-02,AA196801,72.0381594202899,113.876717391304
2022-12-02,AA196861,655.4,654.811283643892
2022-12-02,AA196876,541.964378881987,554.31298136646
2022-12-02,AA196880,541.964378881988,554.31298136646
2022-12-02,AA196884,541.964378881988,554.31298136646
2022-12-02,AA196897,542.307857142857,554.31298136646
2022-12-02,AA196926,655.4,654.880383022774
2022-12-02,AA196935,209.817567287785,243.899399585921
2022-12-02,AA196973,655.4,654.870486542443
2022-12-02,AA196977,284.703954451346,323.975424430642
2022-12-02,AA196979,303.67632505176,345.842567287785
2022-12-02,AA196996,646.21884057971,646.810734989648
2022-12-02,AA197013,87.9989233954451,137.740921325052
2022-12-02,AA197076,655.4,654.835258799172
2022-12-02,AA197079,655.4,654.836997929607
2022-12-02,AA197261,399.05469047619,419.614824074074
2022-12-02,AA197277,110.881635610766,164.937453416149
2022-12-02,AA197647,655.4,654.827401656315
2022-12-02,AA197675,655.4,654.870144927536
2022-12-02,AA197752,577.608942028985,584.81680952381
2022-12-02,AA197756,655.4,654.87784679089
2022-12-02,AA197821,567.063478260869,566.602111801242
2022-12-02,AA197839,458.575972222222,465.239828042328
2022-12-02,AA197967,489.176459627329,498.154120082816
2022-12-02,AA216071,655.4,654.825155279503
2022-12-03,AA180186,655.4,654.922251984127
2022-12-03,AA180208,655.4,654.885654761905
2022-12-03,AA180283,655.4,654.883134920635
2022-12-03,AA180293,116.921259920635,181.268303571429
2022-12-03,AA180324,655.4,654.834583333333
2022-12-03,AA180440,655.4,654.84625
2022-12-03,AA180529,655.4,654.869384920635
2022-12-03,AA180547,598.329166666667,604.70439484127
2022-12-03,AA180567,130.717083333333,173.809662698413
2022-12-03,AA180571,77.7965277777778,144.716666666667
2022-12-03,AA180594,642.2375,643.29875
2022-12-03,AA180717,603.239583333333,608.602083333333
2022-12-03,AA181240,655.4,654.854900793651
2022-12-03,AA181278,351.17875,368.415962301587
2022-12-03,AA181472,655.4,654.856706349206
2022-12-03,AA181778,54.9531349206349,122.619642857143
2022-12-03,AA181785,55.0035515873016,115.531448412698
2022-12-03,AA182010,289.353545244108,330.876158564815
2022-12-03,AA182064,655.4,654.92744047619
2022-12-03,AA182066,641.96875,641.875694444444
2022-12-03,AA182208,655.4,654.849603174603
2022-12-03,AA182312,206.113194444444,256.914375
2022-12-03,AA182646,372.45092739899,403.694692189755
2022-12-03,AA182899,539.365,543.019948292448
2022-12-03,AA183010,655.4,654.848253968254
2022-12-03,AA183036,571.882916666667,576.700892857143
2022-12-03,AA183161,496.901805555556,514.877490079365
2022-12-03,AA183196,392.367162698413,423.497212301587
2022-12-03,AA183216,655.4,654.858452380952
2022-12-03,AA183225,655.4,654.888095238095
2022-12-03,AA183343,499.446527777778,203.966408730159
2022-12-03,AA183348,655.4,654.912936507937
2022-12-03,AA183378,440.097428030303,356.627628517316
2022-12-03,AA183381,418.109851190476,338.121091269841
2022-12-03,AA183470,655.4,654.887738095238
2022-12-03,AA183493,655.4,654.887738095238
2022-12-03,AA183541,612.090972222222,614.529216269841
2022-12-03,AA183622,361.872727272727,385.811186868687
2022-12-03,AA183625,655.4,654.84626984127
2022-12-03,AA183628,369.096775793651,401.409007936508
2022-12-03,AA183669,292.317069775132,324.143932208995
2022-12-03,AA183676,655.4,654.874384920635
2022-12-03,AA183682,120.120615942029,174.824826086957
2022-12-03,AA183709,68.7900942460317,130.076294642857
2022-12-03,AA183777,655.4,654.85716765873
2022-12-03,AA183778,655.4,654.831646825397
2022-12-03,AA183814,236.075555555556,286.157777777778
2022-12-03,AA183820,655.4,654.854722222222
2022-12-03,AA183870,613.221388888889,617.833293650794
2022-12-03,AA183875,509.621180555556,526.843444444444
2022-12-03,AA183879,655.4,654.835833333333
2022-12-03,AA183931,201.590873015873,253.063412698413
2022-12-03,AA183986,347.667361111111,376.408263888889
2022-12-03,AA183987,100.578506734007,151.815375
2022-12-03,AA194157,650.988194444444,651.034265873016
2022-12-03,AA194206,155.841468253968,197.681845238095
2022-12-03,AA194296,638.500595238095,639.854583333333
2022-12-03,AA194299,638.500595238095,639.854583333333
2022-12-03,AA194302,520.599282051282,526.878153846154
2022-12-03,AA194366,254.135674603175,267.310267857143
2022-12-03,AA194445,642.92003968254,643.645208333333
2022-12-03,AA194455,642.92003968254,643.645208333333
2022-12-03,AA194456,642.92003968254,643.645208333333
2022-12-03,AA194466,73.3768141985329,121.123456815176
2022-12-03,AA194468,593.73125,598.265277777778
2022-12-03,AA194470,655.4,654.834761904762
2022-12-03,AA194492,549.635461538462,557.434721611722
2022-12-03,AA194529,208.997338238684,258.182404721347
2022-12-03,AA194652,366.196470588235,122.397296918768
2022-12-03,AA194671,121.745932539683,170.149305555556
2022-12-03,AA194739,71.5065873015873,134.664047619048
2022-12-03,AA194755,655.4,654.888273809524
2022-12-03,AA194773,655.4,654.841329365079
2022-12-03,AA194866,455.418948412698,470.637301587302
2022-12-03,AA194897,545.473134920635,558.471418650794
2022-12-03,AA194915,616.233333333333,620.077797619048
2022-12-03,AA194945,655.4,654.859593253968
2022-12-03,AA195030,637.780555555555,639.43255952381
2022-12-03,AA195057,655.4,654.884642857143
2022-12-03,AA195060,113.271795634921,172.070823412698
2022-12-03,AA195070,655.4,654.873650793651
2022-12-03,AA195105,616.432638888889,617.821825396825
2022-12-03,AA195269,434.811111111111,458.166170634921
2022-12-03,AA195362,655.4,654.851587301587
2022-12-03,AA195367,173.004900793651,226.835238095238
2022-12-03,AA195371,655.4,654.851587301587
2022-12-03,AA195433,297.564146825397,329.222311507937
2022-12-03,AA195493,655.4,654.830925925926
2022-12-03,AA195542,642.297916666667,643.275902777778
2022-12-03,AA195647,597.8483436853,599.524761904762
2022-12-03,AA195753,655.4,654.898521825397
2022-12-03,AA195766,655.4,654.868095238095
2022-12-03,AA195834,655.4,654.868095238095
2022-12-03,AA195905,655.4,654.846527777778
2022-12-03,AA195938,645.740694444444,646.33378968254
2022-12-03,AA196026,655.4,654.826676587302
2022-12-03,AA196047,655.4,654.926388888889
2022-12-03,AA196084,123.543759920635,187.638819444444
2022-12-03,AA196209,234.151537698413,284.668244047619
2022-12-03,AA196228,246.187545787546,292.849340659341
2022-12-03,AA196232,387.69158974359,400.213619047619
2022-12-03,AA196278,335.35378968254,364.96121031746
2022-12-03,AA196291,234.150128968254,284.655942460317
2022-12-03,AA196299,71.5050952380952,135.798746031746
2022-12-03,AA196312,57.0159330808081,119.972206965488
2022-12-03,AA196340,655.4,654.867301587302
2022-12-03,AA196355,54.041880952381,118.720714285714
2022-12-03,AA196360,49.5885119047619,109.793819444444
2022-12-03,AA196387,655.4,654.866904761905
2022-12-03,AA196469,655.4,654.891428571428
2022-12-03,AA196555,655.4,654.841875
2022-12-03,AA196591,256.005982142857,294.993035714286
2022-12-03,AA196710,655.4,654.862886904762
2022-12-03,AA196801,97.2592996031746,152.131160714286
2022-12-03,AA196861,655.4,654.841587301587
2022-12-03,AA196876,655.4,654.867380952381
2022-12-03,AA196880,655.4,654.864047619048
2022-12-03,AA196884,655.4,654.864047619048
2022-12-03,AA196897,655.4,654.864047619048
2022-12-03,AA196914,133.214117063492,193.207212301587
2022-12-03,AA196915,133.214117063492,193.207212301587
2022-12-03,AA196916,133.214117063492,193.207212301587
2022-12-03,AA196926,645.925694444444,646.360694444444
2022-12-03,AA196935,260.406299603175,298.937003968254
2022-12-03,AA196973,615.901041666667,620.140208333333
2022-12-03,AA196977,241.872648809524,279.772261904762
2022-12-03,AA196979,655.4,654.792490079365
2022-12-03,AA196996,470.593204365079,488.30035218254
2022-12-03,AA197013,200.94623015873,239.296091269841
2022-12-03,AA197076,655.4,654.862738095238
2022-12-03,AA197079,655.4,654.862738095238
2022-12-03,AA197261,369.811897435897,394.011769230769
2022-12-03,AA197277,117.85503968254,167.883313492063
2022-12-03,AA197647,655.4,654.823968253968
2022-12-03,AA197669,51.5000310559006,123.700621118012
2022-12-03,AA197675,655.4,654.834503968254
2022-12-03,AA197752,611.730347222222,616.255734126984
2022-12-03,AA197756,655.4,654.854474206349
2022-12-03,AA197821,603.644206349206,603.139732142857
2022-12-03,AA197839,484.715759462759,489.804613553113
2022-12-03,AA197967,467.150158730159,485.554464285714
2022-12-03,AA216071,655.4,654.835357142857
2022-12-04,AA180186,655.4,654.864384920635
2022-12-04,AA180208,655.4,654.860416666667
2022-12-04,AA180283,655.4,654.858075396825
2022-12-04,AA180286,51.1785416666667,122.628005952381
2022-12-04,AA180293,298.811904761905,340.417817460318
2022-12-04,AA180301,45.6604761904762,118.771468253968
2022-12-04,AA180324,549.849305555555,562.350972222222
2022-12-04,AA180440,655.4,654.862638888889
2022-12-04,AA180529,655.4,654.853373015873
2022-12-04,AA180547,615.889583333333,620.17
2022-12-04,AA180571,128.136388888889,188.605555555556
2022-12-04,AA180594,289.237847222222,332.794236111111
2022-12-04,AA180717,542.354166666667,554.590972222222
2022-12-04,AA181112,475.508630952381,440.933492063492
2022-12-04,AA181240,655.4,654.852083333333
2022-12-04,AA181278,100.72,155.967222222222
2022-12-04,AA181472,655.4,654.852718253968
2022-12-04,AA182010,340.009435185185,374.975263723545
2022-12-04,AA182064,655.4,654.855069444444
2022-12-04,AA182066,655.4,654.883472222222
2022-12-04,AA182208,655.4,654.853670634921
2022-12-04,AA182312,510.171944444444,526.454236111111
2022-12-04,AA182629,216.040396825397,264.080573412698
2022-12-04,AA182646,509.975084776335,525.919716360029
2022-12-04,AA182899,537.683333333333,541.848316378066
2022-12-04,AA183010,655.4,654.842242063492
2022-12-04,AA183036,616.317361111111,618.528075396825
2022-12-04,AA183090,88.3925496031746,145.000892857143
2022-12-04,AA183161,451.357638888889,474.368809523809
2022-12-04,AA183196,344.659880952381,381.036111111111
2022-12-04,AA183216,655.4,654.898611111111
2022-12-04,AA183225,655.4,654.852023809524
2022-12-04,AA183348,655.4,654.821468253968
2022-12-04,AA183378,438.100466720779,390.218973484848
2022-12-04,AA183381,368.37753968254,325.568829365079
2022-12-04,AA183470,655.4,654.834484126984
2022-12-04,AA183493,655.4,654.834484126984
2022-12-04,AA183541,606.522490079365,610.782154761905
2022-12-04,AA183622,447.484848484848,464.334595959596
2022-12-04,AA183625,637.584563492063,637.061587301587
2022-12-04,AA183628,373.467876984127,406.632023809524
2022-12-04,AA183669,288.484497519841,318.315021825397
2022-12-04,AA183676,655.4,654.855952380952
2022-12-04,AA183682,94.1571537698413,153.095386904762
2022-12-04,AA183777,655.4,654.866546867484
2022-12-04,AA183778,549.84996031746,562.343511904762
2022-12-04,AA183820,655.4,654.841706349206
2022-12-04,AA183870,549.236527777778,561.506517857143
2022-12-04,AA183875,442.178958333333,467.062291666667
2022-12-04,AA183879,517.773518668831,533.186494408369
2022-12-04,AA183931,528.860317460318,543.028303571429
2022-12-04,AA183986,649.938333333333,649.371319444444
2022-12-04,AA183987,138.140582010582,187.722176421958
2022-12-04,AA194155,51.0183333333333,120.390396825397
2022-12-04,AA194157,655.4,654.831706349206
2022-12-04,AA194206,227.039305555556,258.399027777778
2022-12-04,AA194296,641.417361111111,642.404920634921
2022-12-04,AA194299,641.417361111111,642.404920634921
2022-12-04,AA194302,447.544412587413,453.156925740926
2022-12-04,AA194366,314.265734126984,350.100763888889
2022-12-04,AA194445,642.935615079365,643.739890873016
2022-12-04,AA194455,642.935615079365,643.739890873016
2022-12-04,AA194456,642.935615079365,643.739890873016
2022-12-04,AA194468,577.134444444445,583.685138888889
2022-12-04,AA194470,655.4,654.875218253968
2022-12-04,AA194492,530.321846153846,539.774902930403
2022-12-04,AA194529,222.751993589744,270.378196969697
2022-12-04,AA194652,104.69130952381,107.400654761905
2022-12-04,AA194671,110.667598343685,156.767960662526
2022-12-04,AA194739,72.151746031746,134.900406746032
2022-12-04,AA194755,655.4,654.832222222222
2022-12-04,AA194773,655.4,654.850238095238
2022-12-04,AA194866,655.4,654.832222222222
2022-12-04,AA194897,655.4,654.879821428572
2022-12-04,AA194915,599.044791666667,604.731597222222
2022-12-04,AA194945,655.4,654.868224206349
2022-12-04,AA194955,85.8348526170799,132.73782231405
2022-12-04,AA194958,52.8663697413697,120.828639138639
2022-12-04,AA195008,50.757326007326,120.831761904762
2022-12-04,AA195030,629.844305555555,632.466448412698
2022-12-04,AA195057,655.4,654.856279761905
2022-12-04,AA195070,655.4,654.865545634921
2022-12-04,AA195105,594.660763888889,598.080972222222
2022-12-04,AA195162,56.4341666666667,100.08003968254
2022-12-04,AA195269,439.456527777778,461.968055555556
2022-12-04,AA195362,655.4,654.857579365079
2022-12-04,AA195367,215.026944444444,264.760992063492
2022-12-04,AA195371,655.4,654.858273809524
2022-12-04,AA195433,140.230932539683,196.626964285714
2022-12-04,AA195493,655.4,654.835277777778
2022-12-04,AA195542,642.316666666667,643.262013888889
2022-12-04,AA195647,401.478995859213,428.134327122153
2022-12-04,AA195753,645.575,634.413859126984
2022-12-04,AA195766,655.4,654.85181547619
2022-12-04,AA195834,655.4,654.85181547619
2022-12-04,AA195905,655.4,654.883234126984
2022-12-04,AA195938,589.465625,597.029484126984
2022-12-04,AA196026,655.4,654.885793650794
2022-12-04,AA196047,88.0457305619217,150.544977506154
2022-12-04,AA196084,581.580992063492,589.969781746032
2022-12-04,AA196209,113.963670634921,178.199761904762
2022-12-04,AA196228,96.5116483516483,159.334981684982
2022-12-04,AA196232,305.520137362637,324.063498168498
2022-12-04,AA196278,346.713234126984,343.458958333333
2022-12-04,AA196291,116.577242063492,180.491676587302
2022-12-04,AA196299,47.9852876984127,106.512390873016
2022-12-04,AA196312,72.5202604166667,136.230829861111
2022-12-04,AA196340,655.4,654.86
2022-12-04,AA196355,130.015769230769,157.649519230769
2022-12-04,AA196360,47.9632837301587,106.594295634921
2022-12-04,AA196363,80.1298757763975,120.494658385093
2022-12-04,AA196387,655.4,654.895763888889
2022-12-04,AA196469,655.4,654.897222222222
2022-12-04,AA196555,655.4,654.839811507936
2022-12-04,AA196591,264.719722222222,308.160119047619
2022-12-04,AA196710,655.4,654.804186507936
2022-12-04,AA196861,655.4,654.861507936508
2022-12-04,AA196876,522.130248015873,524.160287698413
2022-12-04,AA196880,522.130248015873,524.160287698413
2022-12-04,AA196884,522.130248015873,524.160287698413
2022-12-04,AA196897,522.130248015873,524.160287698413
2022-12-04,AA196908,41.6929464285714,101.872916666667
2022-12-04,AA196914,105.598869047619,164.676865079365
2022-12-04,AA196915,105.598869047619,164.676865079365
2022-12-04,AA196916,105.598869047619,164.676865079365
2022-12-04,AA196926,631.486805555556,632.929305555556
2022-12-04,AA196935,268.043303571429,311.119424603175
2022-12-04,AA196973,545.967569444444,557.984990079365
2022-12-04,AA196977,203.091924603175,246.097331349206
2022-12-04,AA196979,506.686547619048,523.686081349206
2022-12-04,AA196996,655.4,654.844712301587
2022-12-04,AA197013,266.804126984127,297.994216269841
2022-12-04,AA197076,655.4,654.850257936508
2022-12-04,AA197079,655.4,654.850257936508
2022-12-04,AA197261,418.685713639302,436.925910364146
2022-12-04,AA197277,171.39376984127,216.374494047619
2022-12-04,AA197647,655.4,654.856111111111
2022-12-04,AA197669,377.321666666667,409.593174603175
2022-12-04,AA197675,650.848611111111,650.32621031746
2022-12-04,AA197752,622.6890625,625.931696428571
2022-12-04,AA197756,655.4,654.881021825397
2022-12-04,AA197767,49.8731785714286,111.708736111111
2022-12-04,AA197821,641.745833333333,641.222837301587
2022-12-04,AA197839,484.97793006993,490.371996114996
2022-12-04,AA197967,576.959345238095,564.855138888889
2022-12-04,AA216071,613.75875,617.01375
2022-12-05,AA180186,655.4,654.84126984127
2022-12-05,AA180208,655.4,654.891329365079
2022-12-05,AA180283,655.4,654.884632936508
2022-12-05,AA180286,362.380238095238,396.477867063492
2022-12-05,AA180293,144.217013888889,204.431111111111
2022-12-05,AA180301,508.755744047619,525.989811507936
2022-12-05,AA180324,84.8944444444444,153.464583333333
2022-12-05,AA180363,46.0497023809524,103.255496031746
2022-12-05,AA180440,655.4,654.858333333333
2022-12-05,AA180529,655.4,654.86626984127
2022-12-05,AA180547,655.4,654.868224206349
2022-12-05,AA180567,199.426388888889,233.184027777778
2022-12-05,AA180594,612.871875,617.415694444444
2022-12-05,AA180717,551.195138888889,562.320079365079
2022-12-05,AA181112,655.4,654.874583333333
2022-12-05,AA181240,655.4,654.869742063492
2022-12-05,AA181472,655.4,654.869107142857
2022-12-05,AA181597,52.8421626984127,126.448849206349
2022-12-05,AA182010,316.471128306878,354.063905588624
2022-12-05,AA182064,655.4,654.873412698413
2022-12-05,AA182066,650.848611111111,650.350694444444
2022-12-05,AA182208,655.4,654.838472222222
2022-12-05,AA182312,504.233204365079,514.887242063492
2022-12-05,AA182629,466.350659722222,487.085233134921
2022-12-05,AA182646,306.853731015512,346.349544642857
2022-12-05,AA182899,567.1125,570.764821729197
2022-12-05,AA183010,655.4,654.862083333333
2022-12-05,AA183036,655.4,654.862083333333
2022-12-05,AA183090,65.1648412698413,126.700337301587
2022-12-05,AA183161,325.279236111111,362.488888888889
2022-12-05,AA183196,285.618611111111,328.605625
2022-12-05,AA183216,655.4,654.880277777778
2022-12-05,AA183225,655.4,654.84498015873
2022-12-05,AA183348,655.4,654.868670634921
2022-12-05,AA183378,468.000883327321,408.455201208514
2022-12-05,AA183381,373.643426501035,345.274658385093
2022-12-05,AA183470,655.4,654.81746031746
2022-12-05,AA183493,655.4,654.81746031746
2022-12-05,AA183541,541.659125,552.185547619048
2022-12-05,AA183622,316.10989010989,343.879487179487
2022-12-05,AA183625,655.4,654.897916666667
2022-12-05,AA183628,399.122073412698,428.771051587302
2022-12-05,AA183638,49.8250694444444,108.193035714286
2022-12-05,AA183669,245.23316848545,279.617524966931
2022-12-05,AA183676,655.4,654.898283730159
2022-12-05,AA183682,218.077465277778,261.181111111111
2022-12-05,AA183777,655.4,654.892807539683
2022-12-05,AA183778,84.8894246031746,153.456686507936
2022-12-05,AA183814,435.480138888889,456.701597222222
2022-12-05,AA183820,655.4,654.90125
2022-12-05,AA183870,655.4,654.837549603175
2022-12-05,AA183875,514.574895833333,530.641633928571
2022-12-05,AA183879,533.26581523569,546.905103415103
2022-12-05,AA183931,521.739226190476,529.585446428572
2022-12-05,AA183986,471.594236111111,482.581498015873
2022-12-05,AA183987,115.530973544974,161.664580026455
2022-12-05,AA194157,651.651785714286,651.512301587302
2022-12-05,AA194206,121.596944444444,158.209027777778
2022-12-05,AA194296,645.586805555556,643.236567460317
2022-12-05,AA194299,645.586805555556,643.236567460317
2022-12-05,AA194302,475.472304778555,480.440342157842
2022-12-05,AA194366,429.055902777778,444.128611111111
2022-12-05,AA194445,645.307400793651,642.993353174603
2022-12-05,AA194455,645.307400793651,642.993353174603
2022-12-05,AA194456,645.307400793651,642.993353174603
2022-12-05,AA194468,600.235277777778,598.710892857143
2022-12-05,AA194470,655.4,654.847400793651
2022-12-05,AA194492,559.227692307692,566.493736263736
2022-12-05,AA194529,256.661098068598,300.861983016983
2022-12-05,AA194671,60.4026388888889,101.968333333333
2022-12-05,AA194755,655.4,654.855744047619
2022-12-05,AA194773,655.4,654.853928571429
2022-12-05,AA194866,655.4,654.855744047619
2022-12-05,AA194897,624.424652777778,627.89751984127
2022-12-05,AA194915,622.767708333333,625.912569444444
2022-12-05,AA194945,655.4,654.889424603175
2022-12-05,AA194955,280.274766666667,308.076166666667
2022-12-05,AA194958,133.929222222222,192.045446759259
2022-12-05,AA195008,149.081242784993,205.307401515151
2022-12-05,AA195030,89.7184126984127,155.764841269841
2022-12-05,AA195057,655.4,654.896765873016
2022-12-05,AA195070,655.4,654.838214285714
2022-12-05,AA195105,622.739583333333,625.206200396825
2022-12-05,AA195269,456.610555555555,477.439751984127
2022-12-05,AA195362,655.4,654.836636904762
2022-12-05,AA195367,274.939166666667,317.741071428571
2022-12-05,AA195371,655.4,654.836636904762
2022-12-05,AA195433,42.3973511904762,112.3675
2022-12-05,AA195493,655.4,654.843015873016
2022-12-05,AA195542,655.4,654.904513888889
2022-12-05,AA195647,602.43641025641,606.05532051282
2022-12-05,AA195753,655.4,654.848829365079
2022-12-05,AA195766,655.4,654.879057539682
2022-12-05,AA195779,64.9926686507936,130.34939484127
2022-12-05,AA195834,655.4,654.879057539683
2022-12-05,AA195905,655.4,654.893055555556
2022-12-05,AA195938,576.398958333333,585.452212301587
2022-12-05,AA196026,655.4,654.822857142857
2022-12-05,AA196084,615.948611111111,620.133918650794
2022-12-05,AA196209,107.405773809524,172.765793650794
2022-12-05,AA196232,407.359047619048,420.470421245421
2022-12-05,AA196278,60.9098015873016,114.056676587302
2022-12-05,AA196291,110.529771825397,175.509553571429
2022-12-05,AA196312,52.9422232142857,118.29594047619
2022-12-05,AA196340,655.4,654.867043650794
2022-12-05,AA196355,266.648893162393,273.268346153846
2022-12-05,AA196363,176.400634920635,199.353055555556
2022-12-05,AA196387,655.4,654.85816468254
2022-12-05,AA196465,125.847291666667,179.890486111111
2022-12-05,AA196466,125.847291666667,179.890486111111
2022-12-05,AA196469,655.4,654.78873015873
2022-12-05,AA196555,655.4,654.854861111111
2022-12-05,AA196591,40.6815972222222,111.083759920635
2022-12-05,AA196710,655.4,654.844742063492
2022-12-05,AA196801,41.1063888888889,107.721875
2022-12-05,AA196861,655.4,654.87880952381
2022-12-05,AA196876,183.621666666667,223.357321428571
2022-12-05,AA196880,183.621666666667,223.357321428571
2022-12-05,AA196884,183.621666666667,223.357321428571
2022-12-05,AA196897,183.621666666667,223.357321428571
2022-12-05,AA196908,469.934156746032,485.064930555556
2022-12-05,AA196914,54.2982242063492,124.944791666667
2022-12-05,AA196915,54.2982242063492,124.944791666667
2022-12-05,AA196916,54.2982242063492,124.944791666667
2022-12-05,AA196926,533.569027777778,538.349404761905
2022-12-05,AA196935,43.2878075396825,113.394930555556
2022-12-05,AA196973,655.4,654.82878968254
2022-12-05,AA196977,327.107083333333,355.415466269841
2022-12-05,AA196979,586.524968944099,594.143426501035
