,price,bedroom,bathroom,sqm,developer,built_year,district,luxuary,public,BRT_distance,BTS_distance,MRT_distance,APL_distance,feature
3996,12730000,1,1,33,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
3997,30000000,2,2,106,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2010,Pathum Wan,3,1,no,480,no,no,"['pool', 'sauna', 'Clubhouse', 'security', 'Jacuzzi', 'fitness']"
3998,17733100,1,1,47,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
3999,8500000,1,1,77,no,2008,Pathum Wan,0,0,no,320,no,no,"['security', 'car park', 'fitness']"
4000,13690000,1,1,45,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4001,10272000,1,1,55,Land and Houses - แลนด์ แอนด์ เฮ้าส์ จำกัด (มหาชน),2016,Pathum Wan,1,1,no,no,580,no,"['pool', 'Sky Lounge', 'security', 'Lounge', 'fitness']"
4002,12720000,1,1,43.74,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4003,4800000,1,1,29,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2016,Pathum Wan,0,0,no,710,no,no,"['Water Heater', 'Bed', 'furniture', 'tv', 'Renovated', 'Air-Conditioning']"
4004,4950000,1,1,28,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Pathum Wan,0,3,no,530,no,no,"['Function room', 'Library', 'security', 'Lounge', 'fitness']"
4005,6200000,1,1,28,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2016,Pathum Wan,0,0,no,710,no,no,"['balcony', 'Air-Conditioning']"
4006,49000000,2,2,150,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2021,Pathum Wan,3,0,no,no,no,no,"['pool', 'Sky Lounge', 'sauna', 'security', 'Jacuzzi', 'fitness']"
4007,11700000,1,1,46.7,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4008,98900000,2,2,132,Sansiri - แสนสิริ จำกัด (มหาชน),2016,Pathum Wan,0,1,no,no,no,no,"['pool', 'security', 'Lounge', 'car park', 'fitness']"
4009,25240000,2,2,74,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,0,0,no,no,no,no,"['view', 'security', 'car park']"
4010,13340000,1,1,55.91,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4011,14919520,1,1,43,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4012,9200000,1,1,45,no,2015,Pathum Wan,1,0,no,730,850,no,"['pool', 'security', 'Jacuzzi', 'car park']"
4013,23500000,2,2,84,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4014,14800000,1,1,75,no,2019,Pathum Wan,0,0,no,600,no,no,"['Private Garden', 'Air-Conditioning']"
4015,41000000,3,3,242,Land and Houses - แลนด์ แอนด์ เฮ้าส์ จำกัด (มหาชน),2014,Pathum Wan,1,0,no,460,no,no,"['pool', 'sauna', 'security', 'fitness']"
4016,43770000,2,3,113,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2021,Pathum Wan,0,0,no,800,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4017,15000000,1,1,59,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4018,14100000,1,1,47,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4019,23500000,2,2,88.88,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,['Renovated']
4020,18000000,1,1,44,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,no,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4021,7350000,1,1,51,no,2021,Pathum Wan,1,1,no,670,no,no,"['pool', 'security', 'Jacuzzi', 'fitness', 'Game room']"
4022,16500000,2,1,78,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2008,Pathum Wan,0,0,no,530,800,no,"['balcony', 'Air-Conditioning']"
4023,26670000,2,2,82,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4024,64850000,3,3,127,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,0,0,no,340,no,no,['Private Garden']
4025,18500000,1,1,58.72,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4026,24450000,2,2,79.4,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4027,10997500,1,1,44,no,2018,Pathum Wan,0,2,no,280,no,no,"['Library', 'security', 'BBQ pits', 'fitness']"
4028,24450000,2,2,79.4,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4029,10904810,1,1,47,no,2018,Pathum Wan,0,2,no,280,no,no,"['Library', 'security', 'BBQ pits', 'fitness']"
4030,28500000,2,2,83,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2021,Pathum Wan,0,0,no,800,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4031,18860000,2,2,82,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['Broadband Internet', 'Water Heater', 'Original Condition', 'High Floor', 'balcony', 'Kitchen']"
4032,20000000,1,1,70,no,2014,Pathum Wan,2,0,no,430,790,no,"['pool', 'sauna', 'security', 'Jacuzzi', 'car park', 'fitness']"
4033,12000000,1,1,44,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4034,24090000,2,2,89,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4035,10500000,1,1,43,no,2018,Pathum Wan,0,0,no,280,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4036,59000000,3,3,222,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2008,Pathum Wan,1,0,no,220,no,no,"['pool', 'sauna', 'security', 'fitness']"
4037,11500000,3,3,81,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2016,Pathum Wan,3,0,no,no,no,no,"['pool', 'sauna', 'security', 'Jacuzzi', 'car park', 'fitness']"
4038,6900000,1,1,43,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2011,Pathum Wan,0,1,no,180,no,no,"['pool', 'fitness', 'security', 'car park', 'Playground']"
4039,15900000,1,1,56,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,"['Broadband Internet', 'Water Heater', 'Original Condition', 'High Floor', 'balcony', 'Kitchen']"
4040,13900000,2,2,64,no,2015,Pathum Wan,1,0,no,730,850,no,"['pool', 'security', 'Jacuzzi', 'car park']"
4041,4260000,1,1,61,no,2004,Pathum Wan,1,0,no,490,no,no,['Bathtub']
4042,5800000,1,2,58,no,2009,Pathum Wan,1,1,no,310,no,no,"['pool', 'Squash court', 'fitness', 'sauna', 'security', 'Playground', 'Tennis courts']"
4043,5100000,1,1,28,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Pathum Wan,0,3,no,530,no,no,"['Function room', 'Library', 'security', 'Lounge', 'fitness']"
4044,10000000,1,1,40,no,2018,Pathum Wan,0,2,no,280,no,no,"['Library', 'security', 'BBQ pits', 'fitness']"
4045,15300000,2,2,73,no,2015,Pathum Wan,0,1,no,270,no,no,"['pool', 'Clubhouse', 'security', 'car park', 'fitness']"
4046,15533980,1,1,43,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4047,19000000,2,2,86.01,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4048,22000000,1,1,77.94,no,2014,Pathum Wan,0,0,no,430,790,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4049,14500000,1,1,47,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4050,18500000,1,1,52,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,['balcony']
4051,14800000,1,1,74,no,2019,Pathum Wan,1,2,no,600,no,no,"['pool', 'Multi-purpose hall', 'sauna', 'Pavillion', 'security', 'car park', 'fitness']"
4052,11450000,1,1,48.87,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4053,13500000,2,2,116,no,2008,Pathum Wan,0,0,no,320,no,no,"['security', 'car park', 'fitness']"
4054,14900000,1,1,61,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4055,24000000,2,2,80,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2010,Pathum Wan,0,0,no,480,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4056,16200000,1,1,43,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2016,Pathum Wan,0,0,no,710,no,no,"['balcony', 'Air-Conditioning']"
4057,27800000,2,2,95,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2021,Pathum Wan,3,0,no,800,no,no,"['pool', 'Sky Lounge', 'sauna', 'security', 'Jacuzzi', 'fitness']"
4058,14650000,1,1,49,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4059,25500000,2,2,136.56,no,1998,Pathum Wan,1,0,no,400,no,no,"['pool', 'sauna', 'security', 'fitness', 'Squash court']"
4060,11433191,2,2,85,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['balcony', 'SCV/SMATV System', 'Air-Conditioning']"
4061,13800000,2,2,80,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2009,Pathum Wan,0,0,no,540,no,no,"['cook', 'balcony', 'Water Heater', 'Air-Conditioning']"
4062,7000000,1,1,43,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2011,Pathum Wan,0,0,no,180,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4063,27780000,2,2,82.56,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4064,19300000,2,2,98,no,2020,Pathum Wan,2,2,no,680,no,no,"['pool', 'sauna', 'security', 'Lounge', 'Launderette', 'fitness']"
4065,14900000,3,3,168,no,2008,Pathum Wan,0,0,no,320,no,no,"['security', 'car park', 'fitness']"
4066,12500000,1,1,65,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2008,Pathum Wan,0,0,no,530,800,no,"['pool', 'security', 'fitness']"
4067,43000000,2,2,107,no,2014,Pathum Wan,2,0,no,430,790,no,"['pool', 'sauna', 'security', 'Jacuzzi', 'car park', 'fitness']"
4068,28500000,3,3,178.14,no,1998,Pathum Wan,1,0,no,400,no,no,"['pool', 'sauna', 'security', 'fitness', 'Squash court']"
4069,5500000,1,1,28,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Pathum Wan,0,3,no,530,no,no,"['Function room', 'Library', 'security', 'Lounge', 'fitness']"
4070,28500000,3,3,178.14,no,1998,Pathum Wan,1,0,no,400,no,no,"['pool', 'sauna', 'security', 'fitness', 'Squash court']"
4071,38000,1,1,58,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4072,24837120,2,2,74,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4073,13200000,1,1,57,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4074,25753420,2,2,74,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4075,24000000,2,2,98,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2008,Pathum Wan,2,0,no,220,no,no,"['cook', 'Water Heater', 'Jacuzzi', 'Walk-in-wardrobe', 'High Floor', 'Air-Conditioning']"
4076,9600000,1,1,44.8,no,2015,Pathum Wan,0,1,no,270,no,no,"['pool', 'Clubhouse', 'security', 'car park', 'fitness']"
4077,38500000,2,2,81,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4078,7050000,0,1,39,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2009,Pathum Wan,0,0,no,540,no,no,"['pool', 'security', 'car park', 'fitness']"
4079,9700000,1,1,56,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2009,Pathum Wan,0,0,no,540,no,no,"['view', 'security', 'car park', 'Air-Conditioning']"
4080,4900000,0,1,28,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2015,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4081,25000000,2,2,84,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2010,Pathum Wan,0,0,no,480,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4082,12230000,1,1,48.73,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4083,43000000,2,2,108,no,2014,Pathum Wan,2,0,no,430,790,no,"['pool', 'sauna', 'security', 'Jacuzzi', 'car park', 'fitness']"
4084,41500000,3,2,144,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4085,24990000,2,2,92,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2010,Pathum Wan,0,0,no,480,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'tv', 'furniture', 'Vacuum Cleaner', 'Fridge', 'balcony', 'Renovated', 'Air-Conditioning']"
4086,35500000,2,3,139.6,no,2020,Pathum Wan,1,0,no,680,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'view', 'furniture', 'Bathtub', 'tv', 'Vacuum Cleaner', 'High Floor', 'Fridge', 'balcony', 'Renovated', 'Air-Conditioning']"
4087,9900000,1,2,87,no,2008,Pathum Wan,0,0,no,320,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4088,10900000,1,1,43,no,2018,Pathum Wan,0,2,no,280,no,no,"['Library', 'security', 'BBQ pits', 'fitness']"
4089,7450000,1,1,45,Land and Houses - แลนด์ แอนด์ เฮ้าส์ จำกัด (มหาชน),2016,Pathum Wan,1,1,no,no,580,no,"['pool', 'Sky Lounge', 'security', 'Lounge', 'fitness']"
4090,18000000,2,2,113,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2009,Pathum Wan,0,0,no,540,no,no,"['pool', 'security', 'car park', 'fitness']"
4091,9880000,2,2,112,no,2009,Pathum Wan,1,1,no,310,no,no,"['pool', 'Squash court', 'fitness', 'sauna', 'security', 'Playground', 'Tennis courts']"
4092,23218600,2,2,136.58,no,1998,Pathum Wan,0,0,no,400,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4093,13340000,1,1,56.04,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4094,6263158,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Pathum Wan,0,0,no,530,no,no,"['view', 'balcony']"
4095,11900000,1,1,44,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,"['Private Garden', 'Air-Conditioning']"
4096,16040000,1,1,46,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,no,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4097,13300000,1,1,45,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4098,14880000,1,1,52,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4099,36000000,3,3,178.14,no,1998,Pathum Wan,0,0,no,400,no,no,"['cook', 'DVD Player', 'Washing Machine', 'Dryer', 'Bed', 'Water Heater', 'tv', 'furniture', 'Dishwasher', 'Iron / Ironing Board', 'Vacuum Cleaner', 'Fridge', 'balcony', 'Internet Connection', 'Air-Conditioning']"
4100,12700000,2,2,122,no,2009,Pathum Wan,1,1,no,310,no,no,"['pool', 'Squash court', 'fitness', 'sauna', 'security', 'Playground', 'Tennis courts']"
4101,16950000,2,1,92,Land and Houses - แลนด์ แอนด์ เฮ้าส์ จำกัด (มหาชน),2014,Pathum Wan,1,0,no,460,no,no,"['pool', 'sauna', 'security', 'fitness']"
4102,12000000,1,1,47,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4103,65000000,2,2,129,no,2014,Pathum Wan,0,0,no,no,no,no,"['Broadband Internet', 'security', 'car park', 'view', 'Air-Conditioning']"
4104,9000000,1,1,57,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2009,Pathum Wan,0,0,no,540,no,no,"['SCV/SMATV System', 'balcony', 'security', 'view', 'Renovated', 'Air-Conditioning']"
4105,42500000,3,4,215.8,Land and Houses - แลนด์ แอนด์ เฮ้าส์ จำกัด (มหาชน),2014,Pathum Wan,1,0,no,460,no,no,"['pool', 'sauna', 'security', 'fitness']"
4106,16700000,1,1,56,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4107,16806020,1,1,47,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4108,27898640,2,2,74,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4109,12000000,2,2,119,no,2009,Pathum Wan,0,0,no,310,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4110,19500000,3,3,169,no,2008,Pathum Wan,0,0,no,320,no,no,"['security', 'car park', 'fitness']"
4111,17900000,1,1,43,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4112,92000000,3,4,200,no,2014,Pathum Wan,0,0,no,430,790,no,['view']
4113,25000000,2,2,136.56,no,1998,Pathum Wan,0,0,no,400,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4114,92000000,3,3,199,no,2014,Pathum Wan,2,0,no,430,790,no,"['pool', 'sauna', 'security', 'Jacuzzi', 'car park', 'fitness']"
4115,43000000,2,2,108,no,2014,Pathum Wan,0,0,no,no,no,no,"['Broadband Internet', 'security', 'car park', 'view', 'Air-Conditioning']"
4116,16274000,1,1,57,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,2,0,no,100,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4117,8100000,2,2,65,no,2013,Pathum Wan,0,1,no,360,no,no,"['pool', 'Library', 'security', 'car park', 'fitness']"
4118,14400000,1,1,47,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,"['Private Garden', 'Air-Conditioning']"
4119,10850000,1,1,33,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
4120,13500000,1,1,74,no,2019,Pathum Wan,0,0,no,600,no,no,"['cook', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Internet Connection']"
4121,25000000,2,2,86,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2010,Pathum Wan,0,0,no,480,no,no,"['balcony', 'Private Garden']"
4122,11931500,1,1,49,no,2018,Pathum Wan,0,2,no,280,no,no,"['Library', 'security', 'BBQ pits', 'fitness']"
4123,12780000,1,1,38,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,0,0,no,340,no,no,['balcony']
4124,25900000,2,2,83,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2021,Pathum Wan,0,0,no,800,no,no,"['balcony', 'Private Garden', 'Air-Conditioning']"
4125,21120000,2,2,81.93,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2014,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4126,9270000,1,1,65,no,2013,Pathum Wan,0,1,no,360,no,no,"['pool', 'Library', 'security', 'car park', 'fitness']"
4127,11000000,2,2,112,no,2009,Pathum Wan,0,0,no,310,no,no,"['view', 'security', 'car park', 'Air-Conditioning']"
4128,60000000,3,3,251,no,2010,Pathum Wan,0,3,no,480,no,no,"['Club', 'pool', 'BBQ pits', 'Pavillion', 'security', 'car park', 'fitness']"
4129,12800000,1,1,54,no,2020,Pathum Wan,2,2,no,680,no,no,"['pool', 'sauna', 'security', 'Lounge', 'Launderette', 'fitness']"
4130,30000000,2,3,96.5,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2021,Pathum Wan,0,0,no,800,no,no,"['cook', 'balcony', 'Water Heater', 'Air-Conditioning']"
4131,18000000,1,1,77,no,2019,Pathum Wan,0,0,no,600,no,no,"['cook', 'Washing Machine', 'Audio System', 'Bed', 'tv', 'furniture', 'Iron / Ironing Board', 'Fridge', 'balcony', 'Renovated', 'Air-Conditioning']"
4132,19900000,2,1,69,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2017,Pathum Wan,0,0,no,100,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4133,53000,1,1,60,Magnolia Quality Development - แมกโนเลีย ควอลิตี้ ดีเวล็อปเม้นต์ คอร์ปอเรชั่น จำกัด,2015,Pathum Wan,0,0,no,320,no,no,"['cook', 'Water Heater', 'view', 'balcony', 'Air-Conditioning']"
4134,5500000,2,2,100,no,2004,Pathum Wan,0,0,no,490,no,no,"['security', 'car park', 'fitness']"
4135,43000000,2,2,107,no,2014,Pathum Wan,0,0,no,430,790,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
4136,5400000,0,1,28,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2015,Pathum Wan,0,0,no,330,no,no,"['pool', 'security', 'car park', 'fitness']"
4137,19020000,1,1,50,SC Asset - เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),2017,Pathum Wan,1,0,no,340,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
