,price,bedroom,bathroom,sqm,developer,built_year,district,luxuary,public,BRT_distance,BTS_distance,MRT_distance,APL_distance,feature
0,8925000,1,1,33,Sansiri - แสนสิริ จำกัด (มหาชน),2018,Ratchathewi,3,2,no,220,no,no,"['pool', 'Multi-purpose hall', 'sauna', 'Library', 'security', 'Jacuzzi', 'car park', 'fitness']"
1,3300000,0,1,33.51,no,2012,Ratchathewi,1,1,no,810,760,570,"['pool', 'Mini-Mart', 'sauna', 'security', 'fitness']"
2,8290000,1,1,60,Supalai - ศุภาลัย จำกัด (มหาชน),2015,Ratchathewi,1,0,no,no,no,370,"['pool', 'sauna', 'security', 'fitness']"
3,9900000,2,2,66,no,2012,Ratchathewi,1,0,no,170,180,140,"['cook', 'Maidsroom', 'Water Heater', 'Corner Unit', 'view', 'balcony', 'Air-Conditioning']"
4,8320000,1,1,35,Sansiri - แสนสิริ จำกัด (มหาชน),2018,Ratchathewi,3,2,no,220,no,no,"['pool', 'Multi-purpose hall', 'sauna', 'Library', 'security', 'Jacuzzi', 'car park', 'fitness']"
5,4650000,1,1,22,Ananda Development - อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),2012,Ratchathewi,0,0,no,280,no,350,"['balcony', 'Private Garden', 'Air-Conditioning']"
6,10400000,1,2,80,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
7,5500000,1,1,31,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2013,Ratchathewi,2,0,no,150,no,no,"['pool', 'sauna', 'security', 'fitness']"
8,16500000,2,2,66,Sansiri - แสนสิริ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,30,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
9,8000000,1,1,68,no,2012,Ratchathewi,0,0,no,810,760,570,"['view', 'security', 'car park']"
10,10500000,1,1,45,Sansiri - แสนสิริ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,30,no,no,"['Private Garden', 'Air-Conditioning']"
11,13500000,2,2,97,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
12,12000000,1,1,47,Ananda Development - อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),2019,Ratchathewi,0,1,no,40,no,690,"['security', 'Lounge', 'fitness']"
13,6490000,1,1,35,no,2017,Ratchathewi,2,2,no,340,no,500,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
14,6170000,1,1,26,Ananda Development - อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),2015,Ratchathewi,0,0,no,260,no,no,"['security', 'car park', 'fitness']"
15,8431223,2,2,58,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
16,3653634,1,1,27,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
17,7500000,1,1,44,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2010,Ratchathewi,1,1,no,280,no,no,"['pool', 'BBQ pits', 'sauna', 'security', 'car park', 'fitness']"
18,7600000,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2018,Ratchathewi,1,0,no,160,no,540,"['pool', 'Sky Lounge', 'security', 'car park', 'fitness']"
19,4800000,1,1,31,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2016,Ratchathewi,1,2,no,580,370,530,"['pool', 'Mini-Mart', 'Multi-purpose hall', 'sauna', 'security', 'car park', 'fitness']"
20,2250000,1,1,35,no,2012,Ratchathewi,0,0,no,670,530,450,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'view', 'furniture', 'tv', 'High Floor', 'Fridge', 'balcony', 'Air-Conditioning']"
21,7300000,1,1,49,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
22,3300000,1,1,27,L.P.N. Development - แอล.พี.เอ็น.ดีเวลลอปเม้นท์ จำกัด (มหาชน),2017,Ratchathewi,0,0,no,880,820,630,"['Water Heater', 'Bed', 'tv', 'furniture', 'Fridge', 'Renovated', 'Air-Conditioning']"
23,13300000,2,2,85,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,0,0,no,no,no,no,"['Broadband Internet', 'security', 'car park', 'view', 'Air-Conditioning']"
24,8100000,1,1,60,Supalai - ศุภาลัย จำกัด (มหาชน),2015,Ratchathewi,1,0,no,no,no,370,"['pool', 'sauna', 'security', 'fitness']"
25,4900000,1,1,27,no,2017,Ratchathewi,2,2,no,no,no,no,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
26,5260000,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
27,9270000,2,3,92,no,2013,Ratchathewi,0,0,no,260,no,240,"['pool', 'security', 'fitness']"
28,9690000,1,1,35,Sansiri - แสนสิริ จำกัด (มหาชน),2018,Ratchathewi,3,2,no,220,no,no,"['pool', 'Multi-purpose hall', 'sauna', 'Library', 'security', 'Jacuzzi', 'car park', 'fitness']"
29,4400000,1,1,30,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2021,Ratchathewi,2,1,no,570,450,430,"['pool', 'Mini-Mart', 'Sky Lounge', 'sauna', 'security', 'fitness']"
30,10000000,2,1,65,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2011,Ratchathewi,0,0,no,380,no,470,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'High Floor', 'Fridge', 'balcony', 'Renovated', 'Air-Conditioning']"
31,6900000,1,1,38,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,0,0,no,130,10,310,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
32,3705239,1,1,27,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
33,5670000,1,1,41,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
34,5050000,1,1,30,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2013,Ratchathewi,2,0,no,150,no,no,"['pool', 'sauna', 'security', 'fitness']"
35,5400000,1,1,35,no,2017,Ratchathewi,1,1,no,500,460,470,"['Function room', 'pool', 'sauna', 'security', 'fitness']"
36,9290000,2,1,48,no,2017,Ratchathewi,2,2,no,340,no,500,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
37,29000000,3,2,115,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2014,Ratchathewi,0,0,no,200,no,500,"['Corner Unit', 'balcony', 'car park']"
38,5500000,1,1,35,no,2017,Ratchathewi,1,1,no,no,no,no,"['Function room', 'pool', 'sauna', 'security', 'fitness']"
39,7130000,1,1,52,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,0,0,no,230,150,250,"['balcony', 'Private Garden', 'Air-Conditioning']"
40,8400000,1,1,35,Sansiri - แสนสิริ จำกัด (มหาชน),2018,Ratchathewi,0,0,no,220,no,no,"['Private Garden', 'Air-Conditioning']"
41,12350000,2,2,56,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2018,Ratchathewi,1,0,no,no,no,no,"['pool', 'Sky Lounge', 'security', 'car park', 'fitness']"
42,6930000,1,1,37,no,2017,Ratchathewi,1,1,no,500,460,470,"['Function room', 'pool', 'sauna', 'security', 'fitness']"
43,2500000,1,1,36,no,2012,Ratchathewi,0,0,no,670,530,450,"['pool', 'security', 'fitness']"
44,10300000,1,2,68,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2010,Ratchathewi,1,1,no,280,no,no,"['pool', 'BBQ pits', 'sauna', 'security', 'car park', 'fitness']"
45,2800000,0,1,22,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2016,Ratchathewi,1,2,no,580,370,530,"['pool', 'Mini-Mart', 'Multi-purpose hall', 'sauna', 'security', 'car park', 'fitness']"
46,11400000,2,1,51,no,2022,Ratchathewi,1,2,no,280,no,no,"['pool', 'Sky Lounge', 'Clubhouse', 'security', 'Library', 'fitness']"
47,6798000,1,1,52,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
48,12000000,2,2,61,L.P.N. Development - แอล.พี.เอ็น.ดีเวลลอปเม้นท์ จำกัด (มหาชน),2017,Ratchathewi,0,1,no,880,820,630,"['pool', 'security', 'car park', 'Launderette', 'fitness']"
49,4590000,2,1,56,no,2010,Ratchathewi,0,0,no,620,no,730,"['pool', 'security', 'fitness']"
50,6600000,1,1,35,no,2017,Ratchathewi,2,2,no,340,no,500,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
51,11900000,2,2,81,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
52,5900000,2,1,41,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2016,Ratchathewi,1,2,no,580,370,530,"['pool', 'Mini-Mart', 'Multi-purpose hall', 'sauna', 'security', 'car park', 'fitness']"
53,6500000,1,1,35,no,2017,Ratchathewi,0,0,no,340,no,500,"['cook', 'Water Heater', 'Bed', 'tv', 'furniture', 'Fridge', 'balcony', 'Air-Conditioning']"
54,7000000,1,1,34,Ananda Development - อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),2014,Ratchathewi,0,0,no,370,no,460,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'balcony', 'Renovated', 'Air-Conditioning']"
55,10200000,2,2,89,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,570,no,680,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Renovated', 'Air-Conditioning']"
56,17300000,2,2,84,no,2015,Ratchathewi,1,1,no,810,760,560,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
57,3390000,0,1,28,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
58,10350000,2,1,48,no,2017,Ratchathewi,0,0,no,no,no,no,"['Broadband Internet', 'security', 'car park', 'view', 'Air-Conditioning']"
59,5950000,1,1,35,no,2017,Ratchathewi,2,2,no,340,no,500,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
60,22000000,3,3,90,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,1,1,no,130,10,310,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
61,5100000,1,1,29,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
62,9200000,1,1,45,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,1,1,no,130,10,310,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
63,4464378,1,1,27,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
64,3675000,1,1,27,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
65,7200000,1,1,33,Sansiri - แสนสิริ จำกัด (มหาชน),2018,Ratchathewi,3,2,no,220,no,no,"['pool', 'Multi-purpose hall', 'sauna', 'Library', 'security', 'Jacuzzi', 'car park', 'fitness']"
66,59000000,3,3,234,no,2015,Ratchathewi,1,1,no,810,760,560,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
67,3787807,1,1,27,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
68,7800000,2,2,101,no,2007,Ratchathewi,0,0,no,640,no,no,['security']
69,8800000,2,2,74,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2010,Ratchathewi,0,0,no,130,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'balcony', 'Air-Conditioning']"
70,12300000,2,1,51,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2013,Ratchathewi,0,0,no,300,no,490,"['pool', 'security', 'fitness']"
71,4400000,1,1,32,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
72,4600000,1,1,39,no,2012,Ratchathewi,0,0,no,810,760,570,"['balcony', 'Private Garden', 'Air-Conditioning']"
73,6960000,1,1,40,Ananda Development - อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),2010,Ratchathewi,0,3,no,150,no,240,"['Mini-Mart', 'Library', 'security', 'fitness', 'Playground']"
74,4500000,2,1,53.61,no,2010,Ratchathewi,0,0,no,620,no,730,"['pool', 'security', 'fitness']"
75,5200000,1,1,40.5,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
76,5182586,1,1,40,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
77,4200000,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
78,7700000,1,1,47,no,2015,Ratchathewi,0,0,no,810,760,560,"['view', 'security', 'car park']"
79,8400000,1,1,43,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2014,Ratchathewi,0,1,no,no,no,no,"['pool', 'Library', 'security', 'fitness']"
80,6500000,0,1,31,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,0,0,no,130,10,310,"['view', 'balcony']"
81,5850000,1,1,34,no,2017,Ratchathewi,1,1,no,no,no,no,"['Function room', 'pool', 'sauna', 'security', 'fitness']"
82,8350000,2,2,60,no,2013,Ratchathewi,0,0,no,260,no,240,"['pool', 'security', 'fitness']"
83,6698000,1,1,48,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,no,no,no,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
84,5500000,2,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
85,7550000,1,1,31,no,2022,Ratchathewi,0,0,no,280,no,no,"['cook', 'Washing Machine', 'Bed', 'tv', 'furniture', 'Fridge', 'Air-Conditioning']"
86,5900000,1,1,46,no,2012,Ratchathewi,0,0,no,810,760,570,"['Private Garden', 'Air-Conditioning']"
87,7100000,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2018,Ratchathewi,1,0,no,160,no,540,"['pool', 'Sky Lounge', 'security', 'car park', 'fitness']"
88,9000000,1,1,45,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,1,1,no,130,10,310,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
89,17000000,2,2,60.86,Sansiri - แสนสิริ จำกัด (มหาชน),2018,Ratchathewi,0,0,no,220,no,no,"['cook', 'Bed', 'view', 'tv', 'furniture', 'Corner Unit', 'Fridge', 'balcony', 'Renovated', 'Internet Connection', 'Air-Conditioning']"
90,10500000,1,1,45,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,1,1,no,130,10,310,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
91,5370000,1,1,41,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
92,5490000,1,1,32,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2013,Ratchathewi,2,0,no,150,no,no,"['pool', 'sauna', 'security', 'fitness']"
93,4724953,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
94,15400000,2,2,76,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2013,Ratchathewi,2,0,no,150,no,no,"['pool', 'sauna', 'security', 'fitness']"
95,8630000,1,1,35,no,2022,Ratchathewi,0,0,no,280,no,no,"['cook', 'Washing Machine', 'Bed', 'tv', 'furniture', 'Fridge', 'Air-Conditioning']"
96,5500000,1,1,35,no,2017,Ratchathewi,1,1,no,500,460,470,"['Function room', 'pool', 'sauna', 'security', 'fitness']"
97,4500000,1,1,57,no,2012,Ratchathewi,0,0,no,670,530,450,"['balcony', 'Private Garden', 'Air-Conditioning']"
98,13500000,1,1,46.89,Sansiri - แสนสิริ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,30,no,no,"['cook', 'furniture', 'Bed']"
99,12350000,2,2,88.9,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,570,no,680,"['pool', 'security', 'fitness']"
100,8000000,1,1,58,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,570,no,680,"['pool', 'security', 'fitness']"
101,4718761,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
102,13500000,2,2,80,no,2015,Ratchathewi,1,1,no,810,760,560,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
103,6490000,1,1,34,no,2017,Ratchathewi,2,2,no,340,no,500,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
104,8000000,1,1,55,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2007,Ratchathewi,1,0,no,160,no,no,"['pool', 'sauna', 'security', 'car park', 'fitness']"
105,4900000,1,1,48,no,2012,Ratchathewi,1,1,no,810,760,570,"['pool', 'Mini-Mart', 'sauna', 'security', 'fitness']"
106,11500000,2,2,79,no,2015,Ratchathewi,1,1,no,810,760,560,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
107,2980000,1,1,38,no,2012,Ratchathewi,0,0,no,670,530,450,"['pool', 'security', 'fitness']"
108,11800000,2,2,70,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2010,Ratchathewi,1,1,no,280,no,no,"['pool', 'BBQ pits', 'sauna', 'security', 'car park', 'fitness']"
109,6900000,1,1,55,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
110,10800000,1,1,38,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,1,1,no,130,10,310,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
111,5188809,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
112,5490241,1,1,40,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
113,14940000,2,2,66,no,2022,Ratchathewi,0,0,no,280,no,no,"['cook', 'Washing Machine', 'Bed', 'furniture', 'tv', 'Air-Conditioning']"
114,6900000,1,1,50,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,230,150,250,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
115,4775527,1,1,35,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,2,0,no,640,340,540,"['pool', 'Sky Lounge', 'sauna', 'security', 'car park', 'fitness']"
116,7050000,1,1,70,Supalai - ศุภาลัย จำกัด (มหาชน),2013,Ratchathewi,1,2,no,660,no,no,"['pool', 'Mini-Mart', 'sauna', 'Library', 'security', 'fitness']"
117,5000000,1,1,27,no,2017,Ratchathewi,2,2,no,340,no,500,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
118,18379000,2,2,76.76,Sansiri - แสนสิริ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,30,no,no,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'High Floor', 'Fridge', 'balcony', 'Renovated', 'Air-Conditioning']"
119,11000000,3,2,90,no,1998,Ratchathewi,0,0,no,no,no,610,"['view', 'security', 'car park', 'Air-Conditioning']"
120,7430000,1,1,40,Noble Development - โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),2014,Ratchathewi,1,0,no,200,no,100,"['pool', 'sauna', 'security', 'car park', 'fitness']"
121,6300000,1,1,24,no,2021,Ratchathewi,2,9,no,360,no,340,"['Club', 'pool', 'Function room', 'Mini-Mart', 'BBQ pits', 'fitness', 'Sky Lounge', 'sauna', 'Pavillion', 'Clubhouse', 'security', 'Library', 'car park', 'Playground', 'Game room']"
122,12990000,2,2,61,Ananda Development - อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),2019,Ratchathewi,0,0,no,40,no,690,['balcony']
123,19500,1,1,35,Pruksa Real Estate - พฤกษา เรียลเอสเตท จำกัด (มหาชน),2013,Ratchathewi,2,0,no,150,no,no,"['pool', 'sauna', 'security', 'fitness']"
124,5152000,1,1,29,no,2017,Ratchathewi,0,0,no,500,460,470,"['balcony', 'Private Garden', 'Air-Conditioning']"
125,7480000,1,1,52,TCC Capital land - ทีซีซี แคปปิตอล แลนด์ จำกัด,2013,Ratchathewi,3,1,no,no,no,no,"['Function room', 'pool', 'sauna', 'security', 'car park', 'Driving range', 'Karaoke', 'fitness']"
126,6100000,1,1,29,no,2017,Ratchathewi,0,0,no,no,no,no,"['Broadband Internet', 'security', 'car park', 'view', 'Air-Conditioning']"
127,11500000,2,2,90,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2013,Ratchathewi,0,0,no,570,no,680,"['balcony', 'Kitchen', 'Low Floor', 'security']"
128,15300000,2,2,66,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2013,Ratchathewi,0,0,no,300,no,490,"['view', 'security', 'car park']"
129,4410000,1,1,27,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2017,Ratchathewi,2,6,no,350,no,990,"['Function room', 'pool', 'BBQ pits', 'fitness', 'sauna', 'Library', 'security', 'car park', 'Reflexology Path', 'Launderette', 'Playground', 'Game room']"
130,4600000,2,1,45,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2014,Ratchathewi,0,0,no,260,no,no,"['cook', 'Water Heater', 'Bed', 'tv', 'furniture', 'High Floor', 'Fridge', 'balcony', 'Air-Conditioning']"
131,9250000,2,1,47,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,1,1,no,130,10,310,"['pool', 'sauna', 'Library', 'security', 'car park', 'fitness']"
132,4500000,1,1,30,Major Development - เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),2016,Ratchathewi,2,3,no,no,no,no,"['pool', 'BBQ pits', 'sauna', 'Library', 'security', 'Launderette', 'Karaoke', 'fitness']"
133,21200000,2,2,61,Sansiri - แสนสิริ จำกัด (มหาชน),2018,Ratchathewi,3,2,no,220,no,no,"['pool', 'Multi-purpose hall', 'sauna', 'Library', 'security', 'Jacuzzi', 'car park', 'fitness']"
134,8500000,1,1,38,Quality Houses - ควอลิตี้ เฮ้าส์ จำกัด (มหาชน),2015,Ratchathewi,0,0,no,130,10,310,"['view', 'security', 'car park']"
135,7000000,1,1,50,no,2015,Ratchathewi,0,0,no,810,760,560,"['view', 'security', 'car park']"
136,4200000,1,1,32,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2021,Ratchathewi,2,1,no,570,450,430,"['pool', 'Mini-Mart', 'Sky Lounge', 'sauna', 'security', 'fitness']"
137,17000000,2,2,84,no,2015,Ratchathewi,0,0,no,810,760,560,"['cook', 'Washing Machine', 'Water Heater', 'Bed', 'furniture', 'tv', 'Fridge', 'Air-Conditioning']"
138,5990000,2,1,49,no,2012,Ratchathewi,0,0,no,no,no,80,"['pool', 'security', 'car park', 'fitness']"
139,5950000,1,1,35,no,2017,Ratchathewi,2,2,no,340,no,500,"['pool', 'Multi-purpose hall', 'Sky Lounge', 'sauna', 'Library', 'security', 'car park', 'fitness']"
140,6500000,1,1,35,Ananda Development - อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),2015,Ratchathewi,0,0,no,590,no,670,"['cook', 'Washing Machine', 'Bed', 'tv', 'furniture', 'Fridge', 'Air-Conditioning']"
141,3254867,0,1,27.6,AP Thailand - เอพี (ไทยแลนด์) จำกัด (มหาชน),2020,Ratchathewi,0,0,no,640,340,540,"['cook', 'balcony', 'High Floor', 'Air-Conditioning']"
